customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,risk_score,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C0219,38,Designer,0,106330,37544,13513,55273,1088814,1401666,0,387782,2878262,437599,2440663,97907,5783047,747,Moderate,Beginner,6.3,Child Education,3856049,458200,3397849,14,Equity MF,51.98,12.71,94.05,44.0,71.53,Moderately Aggressive
C0220,60,Bank Employee,2,59730,29122,4554,26054,348542,454297,5654745,235559,6693143,300005,6393138,91326,1464590,739,Moderate,Intermediate,6.2,Retirement,7314922,454297,6860625,15,Equity MF,43.62,7.62,94.75,55.0,76.86,Moderately Aggressive
C0221,35,Government Employee,3,61510,34837,11592,15081,386962,1241246,0,120325,1748533,249924,1498609,62748,2576333,711,Conservative,Beginner,3.0,Retirement,9890615,1241246,8649369,14,Debt MF,24.52,18.85,84.5,7.0,49.62,Moderate
C0222,35,Bank Employee,2,42753,27675,4542,10536,338023,1056631,7628254,222910,9245818,2881289,6364529,123512,1419394,744,Aggressive,Beginner,8.9,Buy House,5624109,1056631,4567478,6,Stocks,24.64,10.62,72.9,79.0,75.65,Moderately Aggressive
C0223,44,Government Employee,3,73730,40806,213,32711,257438,519721,0,273948,1051107,4330,1046777,255140,3875237,617,Moderate,Intermediate,6.2,Buy House,4725800,519721,4206079,8,Bonds,44.37,0.29,94.35,52.0,75.29,Moderately Aggressive
C0224,49,Teacher,2,68629,31274,16527,20828,583840,758811,0,427809,1770460,220094,1550366,186181,1622777,703,Moderate,Advanced,6.9,Wealth Creation,7911935,758811,7153124,7,Gold,30.35,24.08,77.8,68.0,73.39,Moderately Aggressive
C0225,37,Business Owner,1,156277,91483,23622,41172,550760,1890529,0,1121774,3563063,263201,3299862,406933,5934154,692,Moderate,Beginner,5.8,Wealth Creation,5617693,325571,5292122,5,Gold,26.35,15.12,74.6,52.0,64.43,Moderate
C0226,45,Doctor,1,140850,65594,22633,52623,1415905,3603454,4682384,660809,10362552,2719362,7643190,146812,1705082,707,Moderate,Intermediate,7.1,Child Education,5879522,594231,5285291,9,Gold,37.36,16.07,82.2,52.0,68.61,Moderately Aggressive
C0227,36,Sales Executive,3,72959,23701,14084,35174,681442,264488,7855596,578917,9380443,2836500,6543943,175561,2538921,695,Aggressive,Beginner,9.5,Wealth Creation,1848416,392779,1455637,12,Equity MF,48.21,19.3,88.35,87.0,87.74,Aggressive
C0228,37,Software Engineer,3,104474,52346,2211,49917,267417,2506491,4628932,86858,7489698,1309056,6180642,358201,3491458,691,Conservative,Advanced,3.7,Retirement,7478252,2506491,4971761,9,Debt MF,47.78,2.12,88.4,23.0,58.97,Moderate
C0229,41,Designer,3,105325,48409,12205,44711,1249734,1128745,0,491942,2870421,547781,2322640,306855,0,680,Conservative,Advanced,4.1,Wealth Creation,5668170,1249734,4418436,11,FD,42.45,11.59,87.8,28.0,60.89,Moderate
C0230,47,Doctor,0,146663,72855,23187,50621,1515443,1377345,1598581,173320,4664689,942007,3722682,101064,2369318,811,Moderate,Beginner,5.5,Buy House,5404670,437558,4967112,7,Equity MF,34.52,15.81,79.1,44.0,63.31,Moderate
C0231,25,Sales Executive,2,62903,28445,10602,23856,519790,1105728,0,74237,1699755,237217,1462538,116763,3170488,769,Moderate,Intermediate,7.1,Wealth Creation,3801227,1105728,2695499,8,Hybrid MF,37.93,16.85,88.2,60.0,75.51,Moderately Aggressive
C0232,42,Business Owner,3,139303,82916,5387,51000,1262906,1560817,0,568593,3392316,237411,3154905,457633,3545999,698,Moderate,Beginner,6.0,Wealth Creation,6018435,1560817,4457618,8,Hybrid MF,36.61,3.87,89.65,52.0,72.71,Moderately Aggressive
C0233,53,Designer,0,48024,17643,4122,26259,231882,1150802,2410278,277154,4070116,1070348,2999768,61487,2558851,738,Moderate,Beginner,6.3,Wealth Creation,3304506,1056066,2248440,14,Hybrid MF,54.68,8.58,92.8,52.0,74.44,Moderately Aggressive
C0234,60,Government Employee,2,59124,31877,8802,18445,499863,1407008,0,127415,2034286,216343,1817943,131323,2599223,613,Aggressive,Beginner,8.3,Retirement,7808262,1407008,6401254,10,ETF,31.2,14.89,82.95,82.0,82.52,Moderately Aggressive
C0235,22,Doctor,3,126965,75480,22899,28586,1349121,1613896,0,626964,3589981,480920,3109061,469861,2536236,729,Moderate,Intermediate,6.8,Wealth Creation,2016976,578978,1437998,10,Hybrid MF,22.51,18.04,83.2,60.0,72.76,Moderately Aggressive
C0236,55,Designer,0,82608,37017,14170,31421,595292,1916610,7472628,501731,10486261,1953326,8532935,109911,4311760,797,Conservative,Beginner,3.5,Buy House,6744222,401251,6342971,14,FD,38.04,17.15,83.5,4.0,47.73,Moderately Conservative
C0237,39,Freelancer,2,71724,37087,6061,28576,331710,748777,0,182868,1263355,203450,1059905,248208,3798752,745,Moderate,Intermediate,6.0,Retirement,6396060,748777,5647283,12,Bonds,39.84,8.45,92.9,55.0,75.84,Moderately Aggressive
C0238,60,Freelancer,0,105966,46945,11106,47915,1122791,1646296,7954599,135363,10859049,2143895,8715154,327471,3918522,809,Conservative,Advanced,3.7,Wealth Creation,7993831,1041515,6952316,13,FD,45.22,10.48,87.75,28.0,60.86,Moderate
C0239,47,Government Employee,3,73138,39565,6486,27087,481028,1857601,2741783,469017,5549429,1173939,4375490,78479,3991637,730,Aggressive,Intermediate,9.6,Child Education,5404113,1591175,3812938,8,ETF,37.04,8.87,85.9,87.0,86.4,Aggressive
C0240,60,Sales Executive,0,69007,27688,12414,28905,731189,776071,0,109382,1616642,563577,1053065,207863,0,797,Conservative,Advanced,3.5,Retirement,7457999,776071,6681928,9,Bonds,41.89,17.99,81.95,23.0,55.42,Moderate
C0241,56,Software Engineer,0,139330,64665,17104,57561,304214,908483,0,40842,1253539,142196,1111343,487869,0,670,Conservative,Beginner,2.5,Retirement,4484940,908483,3576457,13,Bonds,41.31,12.28,91.35,7.0,53.39,Moderate
C0242,59,Business Owner,1,120136,51850,0,68286,352578,816850,7964168,145393,9278989,2089188,7189801,174267,2709166,650,Moderate,Beginner,5.5,Travel,790248,98418,691830,4,Gold,56.84,0.0,79.5,47.0,64.88,Moderate
C0243,22,Business Owner,2,171631,99108,10414,62109,687961,1273946,6766862,1010490,9739259,873067,8866192,447588,6273187,725,Moderate,Advanced,6.4,Retirement,7271421,1273946,5997475,10,Bonds,36.19,6.07,88.2,63.0,76.86,Moderately Aggressive
C0244,38,Teacher,3,39963,21128,8013,10822,302772,560356,0,47734,910862,345561,565301,76177,643559,779,Moderate,Intermediate,6.5,Buy House,5567508,560356,5007152,8,Hybrid MF,27.08,20.05,71.25,52.0,62.59,Moderate
C0245,43,Doctor,0,174990,62041,45807,67142,434944,3016469,0,933056,4384469,304594,4079875,258162,3462541,762,Moderate,Beginner,5.3,Emergency Fund,666124,238156,427968,9,Equity MF,38.37,26.18,77.5,35.0,58.38,Moderate
C0246,46,Teacher,4,58602,39056,4687,14859,302710,1355550,0,393109,2051369,187222,1864147,206795,2257526,721,Moderate,Advanced,7.6,Higher Education,2533546,861319,1672227,5,Bonds,25.36,8.0,81.25,60.0,71.69,Moderately Aggressive
C0247,31,Business Owner,4,116575,77901,21853,16821,1353152,775995,3978799,414739,6522685,1725990,4796695,295961,4854440,816,Moderate,Intermediate,6.0,Emergency Fund,806931,218333,588598,9,Hybrid MF,14.43,18.75,74.3,43.0,60.22,Moderate
C0248,21,Software Engineer,0,76373,31220,7905,37248,860953,2073479,0,44321,2978753,141568,2837185,120137,3305081,709,Moderate,Beginner,6.0,Child Education,1875309,128462,1746847,9,Gold,48.77,10.35,93.2,44.0,71.06,Moderately Aggressive
C0249,56,Government Employee,3,75295,52291,12190,10814,675602,2105970,4899343,367053,8047968,390081,7657887,101446,3382799,678,Conservative,Advanced,4.6,Retirement,5557460,1131949,4425511,15,FD,14.36,16.19,76.35,23.0,52.34,Moderate
C0250,40,Sales Executive,4,67614,50933,12406,4275,699055,1590786,6631105,280075,9201021,1248645,7952376,339245,2651252,657,Aggressive,Intermediate,9.7,Retirement,6130290,1590786,4539504,13,ETF,6.32,18.35,73.75,90.0,81.06,Moderately Aggressive
C0251,51,Government Employee,4,94282,59150,0,35132,229575,1062215,0,485185,1776975,0,1776975,273708,0,766,Conservative,Intermediate,4.1,Child Education,2504480,620922,1883558,7,Bonds,37.26,0.0,81.5,12.0,50.23,Moderate
C0252,28,Government Employee,1,82065,37887,6159,38019,678026,777110,0,639166,2094302,239464,1854838,111065,0,741,Conservative,Intermediate,3.3,Child Education,5023219,777110,4246109,9,FD,46.33,7.51,96.75,12.0,58.61,Moderate
C0253,60,Sales Executive,2,52042,27738,5305,18999,232137,610058,1677332,416296,2935823,549852,2385971,86859,0,764,Conservative,Advanced,4.5,Retirement,9479738,610058,8869680,10,Debt MF,36.51,10.19,75.95,23.0,52.12,Moderate
C0254,44,Designer,0,47415,19170,4165,24080,181043,1106451,5955422,314250,7557166,1091386,6465780,24937,2024337,775,Moderate,Intermediate,6.3,Wealth Creation,7861175,1106451,6754724,8,Gold,50.79,8.78,90.35,60.0,76.69,Moderately Aggressive
C0255,40,Business Owner,2,140081,69544,19182,51355,727046,2256077,7471633,655531,11110287,3026880,8083407,238701,3850083,727,Moderate,Beginner,6.3,Retirement,8825479,1097403,7728076,13,Hybrid MF,36.66,13.69,85.75,47.0,68.31,Moderately Aggressive
C0256,35,Business Owner,1,118933,41863,21369,55701,1070803,3079312,0,526834,4676949,69614,4607335,122331,4764810,730,Moderate,Intermediate,6.5,Wealth Creation,7464490,421836,7042654,6,Equity MF,46.83,17.97,88.9,60.0,75.9,Moderately Aggressive
C0257,50,Freelancer,0,89060,34780,9235,45045,525409,462759,1510838,313062,2812068,407239,2404829,192783,1464260,690,Aggressive,Beginner,9.4,Retirement,8817812,525409,8292403,11,Equity MF,50.58,10.37,89.45,82.0,86.1,Aggressive
C0258,40,Designer,1,80311,46541,11258,22512,446572,2203384,5188281,353416,8191653,1668270,6523383,159489,4790877,643,Aggressive,Beginner,9.6,Wealth Creation,6508436,2203384,4305052,10,Equity,28.03,14.02,77.95,87.0,82.02,Moderately Aggressive
C0259,58,Sales Executive,2,60223,37922,4067,18234,654344,755579,0,387005,1796928,91027,1705901,144803,2156137,807,Moderate,Beginner,5.3,Retirement,9982792,755579,9227213,14,Equity MF,30.28,6.75,90.05,47.0,70.68,Moderately Aggressive
C0260,22,Government Employee,1,50513,22074,460,27979,304634,989218,6780298,355814,8429964,264768,8165196,140803,0,700,Conservative,Beginner,3.0,Child Education,3946417,439934,3506483,13,FD,55.39,0.91,100.0,4.0,56.8,Moderate
C0261,26,Freelancer,2,71716,25484,8354,37878,602414,573781,943842,119524,2239561,387981,1851580,164795,0,674,Conservative,Advanced,3.3,Wealth Creation,4877150,602414,4274736,15,FD,52.82,11.65,92.85,28.0,63.67,Moderate
C0262,38,Teacher,0,57669,31350,10391,15928,565726,231543,794323,189807,1781399,880975,900424,119569,2396946,782,Moderate,Intermediate,5.9,Buy House,9187325,565726,8621599,15,Equity MF,27.62,18.02,78.05,52.0,66.33,Moderate
C0263,56,Sales Executive,1,52483,29249,11875,11359,403424,461963,0,339789,1205176,184231,1020945,166615,2857850,814,Moderate,Intermediate,6.8,Retirement,3883051,461963,3421088,10,Hybrid MF,21.64,22.63,74.55,55.0,65.75,Moderate
C0264,34,Government Employee,2,77904,42208,9745,25951,202429,1107350,0,267744,1577523,447087,1130436,117985,4273727,657,Conservative,Beginner,3.5,Wealth Creation,5048303,1107350,3940953,5,Bonds,33.31,12.51,77.05,12.0,47.78,Moderately Conservative
C0265,46,Software Engineer,2,137192,58911,14492,63789,1596180,462376,7254888,84252,9397696,2479108,6918588,73633,7571300,691,Moderate,Beginner,5.6,Retirement,3525841,1480116,2045725,5,Equity MF,46.5,10.56,84.25,47.0,67.49,Moderate
C0266,54,Teacher,2,40279,18723,2313,19243,344060,1189645,6800459,204750,8538914,2459205,6079709,29359,0,665,Moderate,Beginner,6.0,Higher Education,4035367,432939,3602428,7,Gold,47.77,5.74,84.05,44.0,66.03,Moderate
C0267,50,Doctor,2,151747,70874,7166,73707,1816521,1232691,0,838506,3887718,212965,3674753,139434,5897049,685,Moderate,Beginner,5.5,Wealth Creation,7697597,1816521,5881076,10,Hybrid MF,48.57,4.72,93.45,52.0,74.8,Moderately Aggressive
C0268,27,Business Owner,2,99432,40824,3953,54655,452053,2634375,0,200389,3286817,42844,3243973,115413,1852806,690,Moderate,Intermediate,6.7,Retirement,7257151,693870,6563281,7,Hybrid MF,54.97,3.98,94.1,55.0,76.5,Moderately Aggressive
C0269,50,Freelancer,3,96201,52228,13122,30851,588769,2165089,7722489,636539,11112886,2304474,8808412,161043,0,815,Moderate,Advanced,6.4,Retirement,4419317,853967,3565350,14,Bonds,32.07,13.64,84.25,63.0,74.69,Moderately Aggressive
C0270,38,Software Engineer,1,90313,36162,3686,50465,613285,2114193,0,288619,3016097,52202,2963895,93557,5374598,759,Conservative,Intermediate,3.9,Retirement,9042612,2114193,6928419,14,Debt MF,55.88,4.08,98.05,15.0,60.68,Moderate
C0271,42,Designer,3,91337,50804,10078,30455,1077352,1769980,7359252,2151,10208735,3756809,6451926,252360,3862552,648,Aggressive,Advanced,10.0,Retirement,3306517,224123,3082394,11,Equity,33.34,11.03,79.65,98.0,87.91,Aggressive
C0272,37,Bank Employee,1,67315,33189,10348,23778,231893,1806294,6620977,165628,8824792,3430676,5394116,151443,1766883,706,Conservative,Intermediate,4.0,Child Education,5373102,1193225,4179877,5,Bonds,35.32,15.37,73.6,12.0,45.88,Moderately Conservative
C0273,51,Doctor,3,66435,35062,4350,27023,330906,1328687,0,79284,1738877,46575,1692302,141002,2260409,726,Conservative,Beginner,3.4,Retirement,7923731,765523,7158208,7,Debt MF,40.68,6.55,90.5,7.0,52.93,Moderate
C0274,37,Government Employee,0,101306,38257,16720,46329,808120,956510,0,393776,2158406,8996,2149410,103726,0,839,Moderate,Beginner,6.4,Wealth Creation,6141628,956510,5185118,15,Hybrid MF,45.73,16.5,94.2,52.0,75.21,Moderately Aggressive
C0275,51,Teacher,3,64373,42883,16303,5187,605339,286265,4274552,410358,5576514,2826333,2750181,211003,1777200,705,Conservative,Beginner,3.2,Wealth Creation,2339945,605339,1734606,8,Bonds,8.06,25.33,56.3,12.0,36.37,Moderately Conservative
C0276,33,Freelancer,0,86851,45033,16035,25783,841465,2484886,6395885,519933,10242169,3524043,6718126,60302,0,610,Conservative,Intermediate,3.7,Child Education,5291185,1374834,3916351,12,PPF,29.69,18.46,78.8,12.0,48.74,Moderate
C0277,47,Designer,4,86926,52891,14858,19177,950008,1738010,1725102,155824,4568944,578504,3990440,263260,0,667,Conservative,Intermediate,3.1,Retirement,3311013,862934,2448079,6,Bonds,22.06,17.09,77.1,15.0,49.16,Moderate
C0278,40,Software Engineer,4,110020,54785,22051,33184,1057576,852501,0,116118,2026195,336205,1689990,423325,0,733,Aggressive,Intermediate,9.1,Wealth Creation,6987288,1057576,5929712,15,Equity,30.16,20.04,84.75,95.0,89.36,Aggressive
C0279,37,Business Owner,0,129319,45566,9926,73827,294675,422756,0,81926,799357,154482,644875,304369,4483883,687,Moderate,Intermediate,6.0,Retirement,7995651,422756,7572895,8,Hybrid MF,57.09,7.68,92.4,55.0,75.57,Moderately Aggressive
C0280,49,Accountant,3,70682,41140,273,29269,252628,811169,4134382,505352,5703531,1877221,3826310,215755,1641389,741,Moderate,Intermediate,6.3,Wealth Creation,7403634,811169,6592465,5,Hybrid MF,41.41,0.39,80.8,60.0,71.44,Moderately Aggressive
C0281,59,Doctor,0,126901,69379,24293,33229,1152069,2301815,5637575,693321,9784780,3536959,6247821,226325,5272017,735,Moderate,Intermediate,6.3,Buy House,3606525,797965,2808560,7,Hybrid MF,26.18,19.14,69.3,52.0,61.52,Moderate
C0282,55,Freelancer,2,101492,45258,99,56135,1191971,1144833,1093678,511672,3942154,188968,3753186,340094,0,662,Moderate,Intermediate,6.0,Travel,615519,131104,484415,7,Equity MF,55.31,0.1,89.9,55.0,74.2,Moderately Aggressive
C0283,28,Designer,3,96784,46778,10880,39126,290974,1542357,0,688563,2521894,141953,2379941,336901,3750719,652,Aggressive,Beginner,9.1,Emergency Fund,969787,181105,788682,5,Stocks,40.43,11.24,89.95,70.0,80.97,Moderately Aggressive
C0284,58,Sales Executive,3,59132,32348,5651,21133,173390,223072,7283855,444234,8124551,383757,7740794,236410,1273879,751,Aggressive,Intermediate,9.4,Buy House,2672520,223072,2449448,15,Equity MF,35.74,9.56,90.05,87.0,88.68,Aggressive
C0285,35,Freelancer,1,88135,34451,1311,52373,1015121,1550861,6414315,129322,9109619,3327058,5782561,162701,0,681,Conservative,Intermediate,3.0,Retirement,4493575,507678,3985897,14,Debt MF,59.42,1.49,92.5,15.0,57.63,Moderate
C0286,21,Accountant,0,55483,25657,8662,21164,570420,986247,0,254848,1811515,286343,1525172,146316,2899618,812,Moderate,Beginner,5.9,Child Education,4726691,986247,3740444,6,Equity MF,38.15,15.61,85.4,44.0,66.77,Moderate
C0287,53,Sales Executive,2,74533,23840,9386,41307,212888,1754411,3275377,141822,5384498,839209,4545289,125354,0,689,Conservative,Intermediate,4.1,Buy House,2764498,1212225,1552273,15,FD,55.42,12.59,91.8,12.0,55.89,Moderate
C0288,23,Accountant,2,35452,19991,5614,9847,295398,943350,0,16039,1254787,18980,1235807,136023,0,723,Moderate,Beginner,6.0,Child Education,5350899,810325,4540574,15,Hybrid MF,27.78,15.84,86.0,44.0,67.1,Moderate
C0289,59,Government Employee,1,54586,24177,9067,21342,204596,562264,3832662,188242,4787764,839028,3948736,99364,3101981,767,Moderate,Intermediate,6.2,Retirement,8548426,562264,7986162,6,Gold,39.1,16.61,77.3,55.0,67.27,Moderate
C0290,58,Government Employee,4,59901,37092,0,22809,274577,1747755,0,419254,2441586,0,2441586,202376,0,701,Moderate,Beginner,6.4,Buy House,7734289,1747755,5986534,8,Bonds,38.08,0.0,87.25,44.0,67.79,Moderate
C0291,35,Sales Executive,0,56127,19688,8684,27755,559253,436678,0,26507,1022438,306445,715993,117957,0,821,Moderate,Beginner,6.0,Wealth Creation,2237373,352160,1885213,8,Bonds,49.45,15.47,85.7,52.0,70.54,Moderately Aggressive
C0292,38,Bank Employee,1,100079,53257,10530,36292,783764,1591577,0,481484,2856825,215088,2641737,61808,0,754,Moderate,Intermediate,6.7,Wealth Creation,1662915,555297,1107618,8,Hybrid MF,36.26,10.52,86.25,60.0,74.44,Moderately Aggressive
C0293,58,Software Engineer,2,76902,43571,3968,29363,512909,1850988,4302457,279018,6945372,616897,6328475,320983,1651281,701,Moderate,Intermediate,5.9,Wealth Creation,7788091,1355828,6432263,7,Gold,38.18,5.16,84.45,60.0,73.45,Moderately Aggressive
C0294,51,Doctor,2,144259,64002,20956,59301,350661,3836159,0,20824,4207644,188651,4018993,445549,5520864,790,Conservative,Beginner,3.2,Buy House,7898141,1325936,6572205,9,Bonds,41.11,14.53,89.3,4.0,50.91,Moderate
C0295,40,Doctor,3,164505,89623,0,74882,1045723,974469,7557369,118911,9696472,2420520,7275952,629444,3577596,697,Moderate,Beginner,5.5,Child Education,4279968,1045723,3234245,5,Gold,45.52,0.0,89.15,44.0,68.83,Moderately Aggressive
C0296,27,Software Engineer,4,93603,65754,13187,14662,558454,386089,3313855,276048,4534446,2324001,2210445,179691,2027895,687,Conservative,Intermediate,3.0,Retirement,6744792,558454,6186338,5,Bonds,15.66,14.09,62.1,15.0,40.91,Moderately Conservative
C0297,57,Sales Executive,0,70551,27752,0,42799,544004,1974213,3864072,223963,6606252,1440987,5165265,104430,0,740,Conservative,Intermediate,3.7,Child Education,3512292,1421730,2090562,5,Debt MF,60.66,0.0,86.6,12.0,53.03,Moderate
C0298,47,Teacher,3,48463,20548,2335,25580,231844,998459,3215131,84016,4529450,890123,3639327,159267,1362988,737,Aggressive,Beginner,8.4,Wealth Creation,1940118,205412,1734706,7,ETF,52.78,4.82,88.1,87.0,87.6,Aggressive
C0299,28,Teacher,1,57340,20264,6149,30927,126760,1465700,1374520,195023,3162003,176122,2985881,80755,1316690,746,Moderate,Intermediate,6.4,Child Education,4045748,1439191,2606557,8,Gold,53.94,10.72,88.75,52.0,72.21,Moderately Aggressive
C0300,34,Software Engineer,0,64446,23906,2999,37541,390520,1492704,0,235729,2118953,97188,2021765,152618,884816,687,Conservative,Intermediate,4.0,Higher Education,3869357,1264940,2604417,11,Bonds,58.25,4.65,95.85,12.0,58.12,Moderate
C0301,35,Doctor,1,119661,48012,22851,48798,378114,2703746,0,563757,3645617,183758,3461859,242845,6216869,696,Aggressive,Intermediate,9.7,Child Education,5447981,603617,4844364,6,Equity,40.78,19.1,88.9,87.0,88.05,Aggressive
C0302,27,Sales Executive,3,50327,32827,3165,14335,194459,724598,6926731,171452,8017240,2523754,5493486,232844,1077738,737,Moderate,Intermediate,6.3,Wealth Creation,4544744,436025,4108719,7,Gold,28.48,6.29,78.1,60.0,69.95,Moderately Aggressive
C0303,53,Accountant,1,93444,40116,13099,40229,279841,2058894,0,316858,2655593,498443,2157150,303474,5479676,750,Conservative,Beginner,2.5,Child Education,3414183,298267,3115916,12,PPF,43.05,14.02,88.8,4.0,50.64,Moderate
C0304,54,Freelancer,1,138860,86203,15722,36935,1366385,881814,1675000,535029,4458228,826979,3631249,382548,1760698,670,Conservative,Intermediate,4.0,Child Education,5069971,1366385,3703586,11,Debt MF,26.6,11.32,75.85,12.0,47.12,Moderately Conservative
C0305,24,Business Owner,2,117105,75490,14334,27281,859684,1579646,5862959,306346,8608635,2277686,6330949,433695,6629681,753,Aggressive,Advanced,10.0,Buy House,8782848,1579646,7203202,7,Equity MF,23.3,12.24,77.4,95.0,85.32,Aggressive
C0306,21,Business Owner,2,135178,52516,19853,62809,296518,3088594,0,475251,3860363,835988,3024375,213776,5721626,752,Moderate,Intermediate,6.3,Retirement,3195954,1213069,1982885,13,Gold,46.46,14.69,89.0,55.0,73.7,Moderately Aggressive
C0307,34,Designer,2,26046,15701,4931,5414,295667,376902,3910892,6018,4589479,1681093,2908386,106970,1364382,700,Conservative,Beginner,3.3,Child Education,3239752,376902,2862850,14,PPF,20.79,18.93,78.65,4.0,45.06,Moderately Conservative
C0308,51,Accountant,4,46255,26239,10460,9556,293470,1369822,0,95960,1759252,297382,1461870,153722,1338195,687,Moderate,Advanced,7.5,Buy House,9307139,1369822,7937317,13,Equity MF,20.66,22.61,75.1,60.0,68.31,Moderately Aggressive
C0309,58,Government Employee,4,48193,31677,7347,9169,197308,1347799,2655410,251427,4451944,873105,3578839,142170,0,707,Moderate,Intermediate,6.0,Retirement,3087657,195382,2892275,13,Equity MF,19.03,15.24,69.05,55.0,62.73,Moderate
C0310,40,Bank Employee,3,77699,45670,10353,21676,448966,814280,0,457814,1721060,25131,1695929,245495,4198772,723,Moderate,Intermediate,7.0,Travel,1493253,132303,1360950,6,Bonds,27.9,13.32,78.15,55.0,67.73,Moderate
C0311,23,Freelancer,3,64960,34809,8213,21938,304863,1742232,3877841,147798,6072734,781864,5290870,229754,0,706,Moderate,Beginner,6.5,Wealth Creation,3496122,251734,3244388,12,Equity MF,33.77,12.64,91.0,52.0,73.45,Moderately Aggressive
C0312,55,Designer,0,92142,44594,0,47548,751775,2327027,0,264281,3343083,0,3343083,247872,4655955,678,Moderate,Intermediate,6.6,Travel,279479,83724,195755,9,Bonds,51.6,0.0,92.7,55.0,75.74,Moderately Aggressive
C0313,53,Government Employee,0,81172,41093,7977,32102,162868,1274262,0,56002,1493132,317874,1175258,113394,2049769,832,Conservative,Advanced,4.7,Emergency Fund,681585,54882,626703,10,FD,39.55,9.83,81.0,11.0,49.5,Moderate
C0314,35,Bank Employee,4,62753,38771,4592,19390,493808,899981,4542613,29833,5966235,2084790,3881445,253282,931558,671,Conservative,Beginner,3.5,Retirement,7739647,899981,6839666,10,PPF,30.9,7.32,84.7,7.0,49.74,Moderate
C0315,23,Software Engineer,0,90277,45078,4649,40550,754292,844594,5075760,468531,7143177,130161,7013016,108500,1693125,770,Conservative,Intermediate,3.9,Higher Education,4134042,844594,3289448,9,PPF,44.92,5.15,97.2,12.0,58.86,Moderate
C0316,48,Designer,3,71533,57226,15344,0,745699,1375646,0,489580,2610925,105421,2505504,306956,3890645,687,Conservative,Beginner,2.7,Emergency Fund,743345,294235,449110,6,PPF,0.0,21.45,57.95,0.0,31.87,Moderately Conservative
C0317,47,Government Employee,0,100562,42698,3844,54020,416025,1889503,4686296,392288,7384112,1995806,5388306,107342,0,688,Moderate,Intermediate,7.2,Wealth Creation,6687332,1889503,4797829,15,Bonds,53.72,3.82,93.7,60.0,78.53,Moderately Aggressive
C0318,53,Freelancer,0,69075,31001,12161,25913,530210,827740,942713,221331,2521994,745489,1776505,222298,840881,687,Conservative,Advanced,4.5,Retirement,9330648,827740,8502908,11,PPF,37.51,17.61,78.0,23.0,53.25,Moderate
C0319,39,Software Engineer,2,58400,30532,6018,21850,401802,1172753,4416020,352084,6342659,1281621,5061038,50739,2358644,744,Moderate,Intermediate,5.9,Child Education,3890451,644305,3246146,7,Hybrid MF,37.41,10.3,80.3,52.0,67.56,Moderate
C0320,53,Software Engineer,4,107740,66334,10952,30454,378768,2250860,0,251054,2880682,84858,2795824,237163,3561606,752,Aggressive,Advanced,10.0,Buy House,6073991,1637375,4436616,8,Equity,28.27,10.17,75.0,95.0,84.0,Moderately Aggressive
C0321,51,Accountant,2,67513,38169,10873,18471,408865,1119743,0,256207,1784815,380905,1403910,208397,2213774,679,Moderate,Intermediate,6.8,Emergency Fund,319638,38853,280785,9,Gold,27.36,16.11,76.3,43.0,61.32,Moderate
C0322,24,Bank Employee,0,73793,33675,5310,34808,802003,1979706,1133316,501523,4416548,585085,3831463,229275,2395928,692,Moderate,Intermediate,6.3,Wealth Creation,4919104,258809,4660295,6,Bonds,47.17,7.2,94.4,60.0,78.92,Moderately Aggressive
C0323,52,Software Engineer,0,89066,32063,3664,53339,964392,2164168,0,324547,3453107,77729,3375378,254000,0,772,Moderate,Beginner,6.2,Child Education,5838072,1206357,4631715,12,Gold,59.89,4.11,95.95,44.0,72.57,Moderately Aggressive
C0324,48,Bank Employee,2,69309,33278,14698,21333,433141,331066,3296462,504610,4565279,1287570,3277709,221521,2256490,753,Aggressive,Advanced,9.9,Buy House,3899448,254336,3645112,5,Equity,30.78,21.21,74.95,95.0,83.97,Moderately Aggressive
C0325,36,Teacher,4,48635,29237,9937,9461,478658,752217,4898221,348119,6477215,478769,5998446,60657,1016142,781,Moderate,Beginner,5.7,Wealth Creation,1826469,685307,1141162,14,Equity MF,19.45,20.43,75.35,52.0,64.84,Moderate
C0326,48,Designer,0,106230,39803,14981,51446,1229153,926051,2555682,9535,4720421,961040,3759381,298340,1596035,668,Moderate,Intermediate,6.8,Retirement,6895516,1229153,5666363,5,Bonds,48.43,14.1,83.95,55.0,70.92,Moderately Aggressive
C0327,35,Government Employee,3,61912,36804,11780,13328,287901,1096072,7296355,312745,8993073,1315846,7677227,96037,0,764,Moderate,Intermediate,7.1,Wealth Creation,7765427,1096072,6669355,14,Gold,21.53,19.03,80.5,60.0,71.28,Moderately Aggressive
C0328,42,Sales Executive,2,55445,26217,6369,22859,468422,485274,0,175695,1129391,19256,1110135,43243,0,691,Conservative,Beginner,2.4,Retirement,3913143,400417,3512726,15,Bonds,41.23,11.49,93.45,7.0,54.55,Moderate
