date,year,equity_return,debt_return,gold_return,fd_return,equity_volatility,debt_volatility,gold_volatility,inflation_rate,interest_rate,stock_market_index,market_growth,gdp_growth,unemployment_rate,economic_condition
2018-06-01,2018,-10.09,7.26,13.57,8.02,14.71,1.07,9.34,7.8,8.07,29803.62,0.0,8.97,6.45,Normal
2018-07-01,2018,15.28,4.38,6.13,5.92,14.83,1.02,7.28,6.1,6.13,30183.19,12.11,4.96,3.43,Normal
2018-08-01,2018,17.41,5.42,10.28,5.38,15.55,1.17,10.31,4.15,5.75,30621.09,9.19,7.55,4.65,Good
2018-09-01,2018,13.18,7.32,8.86,7.51,11.01,1.61,11.35,8.29,7.46,30957.52,8.29,5.75,4.97,Weak
2018-10-01,2018,-1.54,5.24,0.81,5.6,12.72,1.29,12.3,5.71,6.22,30917.81,8.32,6.38,4.79,Normal
2018-11-01,2018,9.64,6.55,7.67,6.4,11.8,0.78,13.78,7.62,6.39,31166.26,8.73,8.04,5.62,Normal
2018-12-01,2018,-9.63,6.56,3.94,5.77,17.5,1.03,10.76,5.62,6.2,30916.18,-3.1,6.75,4.95,Good
2019-01-01,2019,22.67,8.38,11.12,8.32,11.79,1.16,16.44,9.21,8.16,31500.17,11.69,6.36,3.68,Weak
2019-02-01,2019,6.61,5.49,5.87,6.17,15.59,1.2,12.23,8.66,6.28,31673.78,13.27,7.23,6.87,Weak
2019-03-01,2019,18.63,5.81,11.99,5.96,10.53,1.35,9.9,5.05,5.95,32165.6,4.15,5.51,4.15,Normal
2019-04-01,2019,15.65,6.31,9.35,5.92,10.91,1.35,7.28,7.25,6.05,32585.03,3.93,4.53,6.05,Normal
2019-05-01,2019,-2.82,6.92,8.62,6.77,16.88,0.69,10.51,6.66,7.36,32508.45,-6.35,4.29,8.16,Weak
2019-06-01,2019,2.09,4.29,12.8,5.28,10.9,1.6,10.65,7.96,5.64,32564.93,6.53,2.75,4.77,Weak
2019-07-01,2019,17.61,4.13,11.3,4.96,13.31,1.37,12.84,3.76,4.94,33042.7,12.26,9.0,2.5,Good
2019-08-01,2019,3.15,6.12,9.3,6.63,11.52,1.74,12.34,6.73,6.73,33129.4,3.84,4.2,5.34,Weak
2019-09-01,2019,14.57,6.0,6.73,8.06,16.85,1.51,8.4,7.41,7.92,33531.75,12.53,5.44,7.11,Normal
2019-10-01,2019,7.62,4.44,-0.58,4.79,12.48,1.68,10.51,2.33,4.84,33744.72,4.89,5.96,7.38,Normal
2019-11-01,2019,1.82,5.28,4.45,4.42,14.66,1.46,12.02,3.37,4.81,33795.85,11.13,6.72,3.71,Good
2019-12-01,2019,-6.33,4.29,3.83,5.93,11.65,1.69,13.82,2.0,6.28,33617.71,1.17,7.64,5.57,Good
2020-01-01,2020,13.08,5.3,8.69,4.55,8.66,1.49,12.97,5.02,4.67,33984.05,6.62,7.35,4.87,Good
2020-02-01,2020,5.02,4.78,8.03,3.96,13.21,1.27,13.1,6.79,4.69,34126.16,3.46,4.97,5.57,Normal
2020-03-01,2020,6.12,5.95,13.08,7.57,11.78,2.1,11.7,8.2,7.3,34300.17,5.87,5.42,9.08,Weak
2020-04-01,2020,14.3,5.4,6.21,5.61,14.27,1.54,11.88,5.63,5.65,34708.78,3.4,6.41,3.72,Normal
2020-05-01,2020,16.65,5.2,10.25,6.37,10.24,1.42,14.73,8.43,6.21,35190.38,3.19,5.28,6.24,Weak
2020-06-01,2020,14.46,6.32,11.7,5.15,14.16,0.78,6.92,3.02,5.7,35614.51,14.22,8.71,5.69,Good
2020-07-01,2020,8.69,5.62,7.95,5.28,8.0,0.82,9.23,2.43,5.12,35872.36,4.75,7.1,6.34,Good
2020-08-01,2020,8.6,3.75,8.27,5.92,15.03,1.34,8.92,5.4,5.51,36129.4,-4.76,7.11,5.6,Good
2020-09-01,2020,8.03,4.94,6.62,4.74,18.84,1.31,12.0,6.19,5.22,36371.3,18.26,6.91,5.97,Good
2020-10-01,2020,18.44,5.86,6.0,6.72,14.94,1.04,13.94,5.44,6.68,36930.16,16.49,7.77,5.02,Good
2020-11-01,2020,11.67,5.12,2.9,5.15,15.18,1.31,8.51,2.0,5.3,37289.33,-1.27,6.69,5.3,Good
2020-12-01,2020,17.35,4.64,6.31,5.33,11.74,1.77,5.0,5.34,5.86,37828.6,9.67,4.07,5.06,Weak
2021-01-01,2021,-3.2,7.68,10.07,6.63,11.73,1.5,9.26,3.15,6.66,37727.78,3.85,6.88,5.89,Good
2021-02-01,2021,5.31,5.59,8.47,5.62,8.09,0.84,13.46,6.71,5.57,37894.62,6.51,4.88,5.24,Normal
2021-03-01,2021,4.99,3.68,3.6,4.71,10.88,1.24,12.38,6.16,5.01,38052.22,7.11,5.13,6.05,Normal
2021-04-01,2021,11.86,3.33,14.55,5.0,8.0,1.01,11.52,3.81,4.85,38428.21,5.54,7.08,5.21,Good
2021-05-01,2021,12.43,4.78,9.25,5.07,11.82,1.09,9.94,4.58,5.64,38826.17,1.84,7.97,6.71,Good
2021-06-01,2021,19.61,5.44,1.71,5.0,8.84,1.09,7.2,3.59,5.53,39460.78,1.99,6.26,5.15,Normal
2021-07-01,2021,4.01,5.31,6.73,5.65,15.76,1.05,12.14,5.39,5.77,39592.59,-0.28,6.48,3.36,Normal
2021-08-01,2021,4.25,7.02,10.14,6.74,14.47,0.83,9.22,7.22,6.88,39732.81,0.52,8.35,7.27,Normal
2021-09-01,2021,19.66,4.56,14.24,4.05,11.29,1.29,15.89,3.73,4.38,40383.78,6.47,6.57,4.15,Good
2021-10-01,2021,10.96,7.48,4.73,7.52,15.11,1.12,12.53,6.41,7.47,40752.46,2.06,9.0,4.85,Good
2021-11-01,2021,23.14,5.32,11.86,5.58,11.26,0.4,9.18,4.55,5.6,41538.26,11.56,6.96,4.64,Good
2021-12-01,2021,18.07,4.79,13.25,6.46,18.83,1.95,8.99,4.07,6.39,42163.69,15.52,3.53,6.94,Weak
2022-01-01,2022,1.01,5.41,5.94,6.03,13.7,1.6,10.59,5.31,6.21,42199.3,2.49,7.15,2.91,Good
2022-02-01,2022,3.61,6.12,6.25,5.71,11.15,1.09,9.81,3.64,5.71,42326.09,8.78,6.8,8.99,Good
2022-03-01,2022,3.22,5.53,3.78,5.85,15.07,1.22,13.42,4.5,6.11,42439.57,10.9,8.05,6.62,Good
2022-04-01,2022,18.83,5.6,6.36,5.97,10.53,0.82,10.8,3.34,5.6,43105.41,10.8,7.27,5.44,Good
2022-05-01,2022,17.3,6.41,10.73,7.4,9.12,1.93,9.93,9.04,7.75,43726.7,4.42,5.37,5.96,Weak
2022-06-01,2022,25.67,5.59,11.25,7.46,11.07,1.95,15.62,5.56,7.09,44662.0,9.98,4.16,5.85,Weak
2022-07-01,2022,19.04,5.11,12.12,5.58,11.07,1.28,10.68,4.24,5.72,45370.64,9.68,5.84,5.94,Normal
2022-08-01,2022,13.31,6.24,5.83,6.21,13.14,1.61,12.89,5.89,6.7,45874.02,-3.74,4.68,6.33,Normal
2022-09-01,2022,9.73,4.7,0.57,6.05,15.59,1.27,9.3,5.3,5.86,46246.08,11.53,5.15,6.14,Normal
2022-10-01,2022,6.67,6.21,8.23,6.89,13.28,0.81,11.68,5.1,7.01,46503.09,12.73,6.93,5.55,Good
2022-11-01,2022,14.26,4.3,10.47,5.91,13.2,1.07,11.93,6.61,5.85,47055.86,1.29,8.37,5.43,Normal
2022-12-01,2022,13.31,7.99,10.46,8.07,8.92,1.4,6.49,6.86,7.92,47577.94,5.71,6.43,5.52,Normal
2023-01-01,2023,13.83,4.85,6.65,5.57,8.72,1.07,15.67,4.55,5.63,48126.16,10.11,4.32,5.12,Weak
2023-02-01,2023,13.51,5.12,8.4,4.19,10.85,1.24,13.84,4.46,4.49,48667.9,5.26,6.79,6.71,Good
2023-03-01,2023,18.21,6.55,14.31,6.02,10.99,1.17,9.76,5.0,5.93,49406.34,14.58,7.85,6.14,Good
2023-04-01,2023,30.33,3.93,7.83,4.08,19.68,1.31,7.24,2.0,4.23,50655.24,23.68,5.51,2.5,Normal
2023-05-01,2023,18.18,4.58,5.31,5.74,9.57,1.24,11.06,2.77,5.72,51422.73,1.62,6.13,5.88,Normal
2023-06-01,2023,7.87,3.72,8.17,5.65,19.98,0.86,11.71,7.96,6.34,51760.13,-5.1,5.73,6.1,Normal
2023-07-01,2023,15.65,4.49,9.82,6.64,11.85,1.0,12.5,8.46,6.68,52435.28,5.78,4.47,5.92,Weak
2023-08-01,2023,17.79,2.63,14.83,4.02,13.41,0.88,11.24,5.05,4.33,53212.74,11.64,7.03,4.97,Good
2023-09-01,2023,5.96,6.32,8.52,6.26,13.76,1.54,12.4,6.54,6.0,53476.9,3.57,5.69,7.0,Normal
2023-10-01,2023,21.6,3.62,8.86,4.26,13.94,0.6,14.63,6.06,4.26,54439.28,16.05,6.56,6.72,Good
2023-11-01,2023,-7.27,5.42,9.57,6.22,17.92,1.63,13.42,10.0,6.31,54109.38,-6.6,4.13,5.25,Weak
2023-12-01,2023,19.36,4.64,14.28,7.29,12.3,1.79,8.75,7.52,7.31,54982.56,9.27,5.1,6.29,Normal
2024-01-01,2024,0.65,4.96,16.26,6.15,12.46,1.14,14.22,5.27,6.55,55012.43,2.3,7.11,4.3,Good
2024-02-01,2024,20.04,5.99,9.26,5.99,19.49,0.4,14.55,3.78,5.74,55931.37,18.44,5.65,3.59,Normal
2024-03-01,2024,15.25,4.13,7.03,4.56,20.74,1.22,18.0,2.61,4.21,56642.24,22.69,8.94,4.31,Good
2024-04-01,2024,11.18,5.27,8.96,6.04,13.81,1.18,8.16,5.87,6.09,57169.84,-0.06,5.36,6.59,Normal
2024-05-01,2024,9.28,5.48,-1.85,5.77,8.31,0.88,11.14,4.14,5.52,57611.91,2.87,6.5,6.44,Good
2024-06-01,2024,4.92,5.13,9.89,3.89,12.54,1.17,5.03,2.94,4.18,57848.15,13.93,7.71,5.73,Good
2024-07-01,2024,11.86,6.1,8.36,6.45,11.55,1.8,11.97,4.34,6.8,58420.01,2.55,4.01,6.2,Weak
2024-08-01,2024,6.39,5.65,9.02,5.88,10.6,1.43,9.02,3.55,6.02,58730.98,5.06,3.59,5.83,Weak
2024-09-01,2024,14.28,6.02,7.7,6.84,9.19,0.95,16.44,8.54,6.89,59430.03,3.18,3.35,5.19,Weak
2024-10-01,2024,3.33,7.64,8.07,6.33,22.09,0.69,9.34,7.09,6.58,59594.88,-7.39,7.7,6.26,Normal
2024-11-01,2024,13.08,3.82,6.92,6.15,13.33,1.1,6.65,5.49,6.16,60244.31,5.28,5.17,6.46,Normal
2024-12-01,2024,1.4,4.87,14.39,5.23,13.61,1.18,10.36,8.16,5.3,60314.72,1.45,9.0,6.8,Weak
2025-01-01,2025,4.25,5.08,7.15,5.45,12.33,1.39,5.97,5.64,5.85,60528.09,1.84,5.14,6.95,Normal
2025-02-01,2025,14.06,4.89,15.9,4.89,15.66,1.1,12.37,3.95,4.91,61237.12,16.88,6.46,6.12,Normal
2025-03-01,2025,11.42,4.64,12.08,6.22,13.01,1.39,6.4,8.24,6.16,61820.0,-3.11,7.98,6.33,Weak
2025-04-01,2025,26.43,5.3,4.1,6.01,13.92,1.89,11.19,6.47,6.11,63181.46,12.67,8.89,6.93,Good
2025-05-01,2025,6.3,6.92,6.85,6.92,10.82,1.55,5.21,3.63,6.78,63513.42,6.36,9.0,5.19,Good
2025-06-01,2025,18.2,8.26,5.75,5.94,8.0,1.21,9.99,5.16,6.39,64476.64,5.04,7.85,4.39,Good
2025-07-01,2025,0.15,5.17,-1.23,4.96,14.63,1.22,14.59,3.92,4.99,64484.63,13.02,7.73,5.07,Good
2025-08-01,2025,5.45,4.55,13.36,5.14,11.98,1.11,11.15,3.01,5.59,64777.73,9.98,7.19,4.23,Good
