customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C01289,22,Government Employee,0,94201,48716,14494,30991,603370,121889,0,481409,1206668,558511,648157,338891,7325164,722,Moderate,Beginner,Wealth Creation,5110224,85322,5024902,10,Debt MF,32.9,15.39,82.2,52.0,68.61,Moderately Aggressive
C01290,28,Teacher,0,88430,52037,19419,16974,638705,353103,0,354030,1345838,875203,470635,113464,16235600,701,Moderately Aggressive,Advanced,Retirement,21206094,247172,20958922,32,Debt MF,19.19,21.96,67.55,83.0,74.5,Moderately Aggressive
C01291,65,Software Engineer,2,263747,141332,165206,0,1588308,10000,21208573,435880,23242761,22425383,817378,915668,26804809,686,Moderate,Intermediate,Wealth Creation,10417428,7000,10410428,5,Stocks,0.0,62.64,33.4,60.0,45.37,Moderately Conservative
C01292,24,Teacher,0,60325,18776,0,41549,247977,695505,0,133000,1076482,0,1076482,61827,10567895,810,Conservative,Beginner,Retirement,5854051,307686,5546365,36,FD,68.88,0.0,100.0,7.0,58.15,Moderate
C01293,30,Teacher,0,81357,41593,18276,21488,139320,1257283,5914002,57900,7368505,1670141,5698364,73989,8901543,731,Conservative,Advanced,Buy House,15057936,880098,14177838,20,Bonds,26.41,22.46,69.25,20.0,47.09,Moderately Conservative
C01294,44,Teacher,3,179250,77275,11993,89982,755027,18923041,14596822,428308,34703198,1885679,32817519,174059,26891061,826,Moderately Conservative,Intermediate,Retirement,32100318,7323762,24776556,16,PPF,50.2,6.69,97.15,35.0,69.18,Moderately Aggressive
C01295,41,Designer,1,111990,51891,23301,36798,373434,1853574,0,243871,2470879,800909,1669970,265389,16885469,724,Conservative,Beginner,Wealth Creation,15479982,1297501,14182481,15,Equity MF,32.86,20.81,78.6,12.0,48.63,Moderate
C01296,21,Software Engineer,0,124966,64483,78310,0,828816,10000,0,263746,1102562,2012629,-910067,125250,24930222,644,Conservative,Intermediate,Higher Education,1845450,7000,1838450,2,Hybrid MF,0.0,62.67,33.8,12.0,23.99,Conservative
C01297,23,Sales Executive,0,74574,35035,0,39539,82393,75768,0,34966,193127,0,193127,82393,17708677,803,Moderately Aggressive,Intermediate,Wealth Creation,9612175,53037,9559138,15,Stocks,53.02,0.0,91.0,80.0,86.05,Aggressive
C01298,25,Software Engineer,1,146225,65919,0,80306,153005,1105535,0,60404,1318944,0,1318944,153005,15542848,767,Moderate,Intermediate,Wealth Creation,8771912,773874,7998038,7,Debt MF,54.92,0.0,85.4,60.0,73.97,Moderately Aggressive
C01299,25,Teacher,1,56782,26705,5105,24972,116000,258485,0,68453,442938,197047,245891,116000,7357645,771,Moderately Conservative,Beginner,Higher Education,739061,180939,558122,3,Debt MF,43.98,8.99,81.6,24.0,55.68,Moderate
C01300,56,Business Owner,0,203412,75658,61804,65950,797532,4471212,15136963,359110,20764817,10506186,10258631,98131,41575897,739,Moderately Conservative,Beginner,Wealth Creation,13119402,3129848,9989554,10,FD,32.42,30.38,66.55,32.0,51.0,Moderate
C01301,39,Government Employee,2,116517,71800,24185,20532,548830,1406320,9730973,157778,11843901,3026075,8817826,507315,16491851,734,Aggressive,Intermediate,Child Education,8729009,561776,8167233,10,Stocks,17.62,20.76,69.1,87.0,77.16,Moderately Aggressive
C01302,25,Freelancer,0,63606,36868,7266,19472,315674,387807,0,155362,858843,210070,648773,264673,13791444,722,Aggressive,Intermediate,Child Education,3173329,271464,2901865,7,Bonds,30.61,11.42,82.4,87.0,84.47,Aggressive
C01303,30,Bank Employee,2,82469,41369,26027,15073,158717,435367,0,31829,625913,932494,-306581,85174,19560520,764,Moderately Aggressive,Beginner,Buy House,4043559,304756,3738803,7,PPF,18.28,31.56,49.65,64.0,56.11,Moderate
C01304,37,Business Owner,2,149509,87199,11753,50557,462154,4485354,7371445,280781,12599734,1476295,11123439,462154,13213854,763,Moderately Aggressive,Intermediate,Wealth Creation,8243523,1359124,6884399,10,ETF,33.82,7.86,86.4,80.0,83.52,Moderately Aggressive
C01305,34,Sales Executive,1,72088,30466,11733,29889,418398,1817493,0,234288,2470179,354950,2115229,147886,12786631,786,Moderately Conservative,Intermediate,Child Education,1962947,576039,1386908,7,Stocks,41.46,16.28,89.05,32.0,63.38,Moderate
C01306,26,Data Scientist,1,117400,41574,7760,68066,239750,1390808,0,189174,1819732,151720,1668012,166860,27683697,738,Aggressive,Intermediate,Retirement,12551150,973565,11577585,34,Equity MF,57.98,6.61,95.85,90.0,93.22,Aggressive
C01307,33,Freelancer,0,123837,48677,9559,65601,190032,2824211,8019648,79228,11113119,1382907,9730212,190032,27926309,768,Conservative,Beginner,Buy House,16305491,1976947,14328544,20,Gold,52.97,7.72,94.8,4.0,53.94,Moderate
C01308,26,Business Owner,1,91315,47329,10655,33331,95664,971758,0,71709,1139131,322932,816199,48311,9076424,728,Moderately Aggressive,Advanced,Wealth Creation,4513138,680230,3832908,10,Equity MF,36.5,11.67,76.05,88.0,81.43,Moderately Aggressive
C01309,62,Government Employee,0,104963,55758,5324,43881,732850,6868655,6904539,171268,14677312,643296,14034016,204671,15280124,667,Moderately Aggressive,Beginner,Wealth Creation,18141879,4808058,13333821,20,Debt MF,41.81,5.07,94.45,72.0,84.35,Aggressive
C01310,27,Consultant,0,99501,46185,27434,25882,612922,701463,0,372639,1687024,396750,1290274,280865,16057067,770,Moderately Conservative,Beginner,Retirement,15604789,491024,15113765,33,Stocks,26.01,27.57,78.7,27.0,55.44,Moderate
C01311,42,Accountant,2,63726,37782,0,25944,474350,3393944,0,134452,4002746,0,4002746,96632,10009324,704,Moderate,Beginner,Travel,532928,177045,355883,2,Gold,40.71,0.0,86.25,47.0,45.0,Moderately Conservative
C01312,48,Software Engineer,2,128278,46176,17478,64624,273791,7726762,6968794,59823,15029170,2782413,12246757,156307,13427002,807,Moderate,Advanced,Retirement,14521637,3366535,11155102,12,Bonds,50.38,13.63,85.55,63.0,75.4,Moderately Aggressive
C01313,28,Software Engineer,0,160510,73952,13401,73157,747406,1829694,0,227336,2804436,379450,2424986,468665,11843545,731,Moderately Aggressive,Intermediate,Wealth Creation,8032286,1280785,6751501,10,PPF,45.58,8.35,96.75,80.0,89.21,Aggressive
C01314,49,Data Scientist,2,145828,79808,0,66020,669438,13957259,7294074,161806,22082577,0,22082577,570977,24339015,721,Moderately Aggressive,Intermediate,Retirement,20180886,5576786,14604100,11,Bonds,45.27,0.0,93.6,75.0,85.23,Aggressive
C01315,54,Consultant,1,210367,120610,14337,75420,1059834,5437677,9739593,286037,16523141,1798849,14724292,848535,38564889,717,Moderate,Advanced,Retirement,35730725,3806373,31924352,6,PPF,35.85,6.82,85.05,63.0,75.13,Moderately Aggressive
C01316,41,Software Engineer,3,220140,101810,59130,59200,1338177,2525763,0,353651,4217591,2293128,1924463,514701,27401798,747,Conservative,Beginner,Retirement,25866382,1768034,24098348,19,Bonds,26.89,26.86,70.6,7.0,41.98,Moderately Conservative
C01317,30,Accountant,1,62980,25425,8370,29185,147086,1803113,3832617,80544,5863360,685828,5177532,47432,14815933,752,Aggressive,Advanced,Wealth Creation,3257764,1034942,2222822,7,FD,46.34,13.29,85.65,100.0,92.11,Aggressive
C01318,22,Government Employee,0,89952,45176,7358,37418,129119,151825,0,41125,322069,168657,153412,64428,15780824,659,Moderately Conservative,Beginner,Retirement,13039113,106277,12932836,38,ETF,41.6,8.18,82.0,27.0,57.25,Moderate
C01319,39,Doctor,2,77770,35959,21162,20649,258482,1005744,4921353,67617,6253196,1782804,4470392,95030,10880521,739,Aggressive,Advanced,Wealth Creation,2568120,400167,2167953,5,Debt MF,26.55,27.21,67.3,100.0,82.02,Moderately Aggressive
C01320,54,Government Employee,1,92193,55768,17653,18772,111885,1028117,4960518,42896,6143416,1391004,4752412,111885,21631488,720,Moderate,Intermediate,Buy House,17691912,719681,16972231,20,ETF,20.36,19.15,69.65,52.0,61.71,Moderate
C01321,65,Government Employee,1,112363,53369,17210,41784,172479,6810197,0,54732,7037408,623879,6413529,172479,11668257,766,Moderate,Beginner,Child Education,507784,186362,321422,1,ETF,37.19,15.32,69.8,44.0,45.0,Moderately Conservative
C01322,59,Data Scientist,1,450000,184437,133865,131698,378634,28956032,0,197596,29532262,5497877,24034385,378634,62852723,713,Conservative,Intermediate,Retirement,78998619,7895322,71103297,1,Gold,29.27,29.75,53.7,15.0,36.29,Moderately Conservative
C01323,42,Bank Employee,2,43168,19202,8185,15781,135494,2205785,0,59046,2400325,325812,2074513,53630,8047625,689,Moderately Aggressive,Beginner,Retirement,8285748,1544049,6741699,18,FD,36.56,18.96,84.45,67.0,76.6,Moderately Aggressive
C01324,29,Software Engineer,0,123959,40547,25786,57626,258237,2361451,0,164697,2784385,984914,1799471,161039,19568182,748,Moderately Conservative,Intermediate,Child Education,1040634,105013,935621,2,PPF,46.49,20.8,70.2,32.0,45.0,Moderately Conservative
C01325,30,Doctor,1,167099,62970,28463,75666,484406,1426213,7320354,278651,9509624,2455101,7054523,249591,28716623,747,Conservative,Beginner,Travel,696423,196341,500082,1,PPF,45.28,17.03,77.05,7.0,45.0,Moderately Conservative
C01326,30,Software Engineer,1,218541,84000,52454,82087,476515,2757914,12091305,292546,15618280,9060013,6558267,476515,23591949,726,Moderately Aggressive,Beginner,Retirement,25833996,1930539,23903457,30,Hybrid MF,37.56,24.0,73.25,67.0,70.44,Moderately Aggressive
C01327,65,Government Employee,0,264272,130779,76635,56858,1122561,8591048,0,464340,10177949,1424133,8753816,323519,40330924,723,Conservative,Intermediate,Child Education,2154378,709759,1444619,2,PPF,21.51,29.0,60.8,12.0,38.84,Moderately Conservative
C01328,27,Teacher,1,73830,43886,23390,6554,555198,246685,0,164304,966187,759036,207151,296233,4944584,639,Moderate,Beginner,Retirement,13293191,172679,13120512,33,Gold,8.88,31.68,62.7,47.0,55.64,Moderate
C01329,28,Freelancer,2,80410,41239,18337,20834,488181,1083090,0,345173,1916444,405680,1510764,165959,12994523,787,Conservative,Beginner,Wealth Creation,10752659,758163,9994496,20,Gold,25.91,22.8,78.55,12.0,48.6,Moderate
C01330,34,Business Owner,0,127011,46775,11097,69139,124734,3110434,8057650,83576,11376394,1313484,10062910,124734,11108400,670,Conservative,Beginner,Retirement,18859633,2177303,16682330,26,Debt MF,54.44,8.74,89.65,7.0,52.46,Moderate
C01331,33,Sales Executive,2,153158,67519,48058,37581,759439,3684265,0,269294,4712998,836666,3876332,329524,35493802,678,Moderately Conservative,Intermediate,Wealth Creation,10097890,1166003,8931887,7,Stocks,24.54,31.38,72.2,40.0,57.71,Moderate
C01332,55,Sales Executive,0,215590,105079,58145,52366,1121730,12097708,18057362,332733,31609533,7648165,23961368,288340,19485014,788,Moderately Conservative,Intermediate,Wealth Creation,12246334,937170,11309164,7,Bonds,24.29,26.97,68.9,40.0,55.9,Moderate
C01333,33,Teacher,1,88144,47229,20350,20565,181631,1266614,0,118689,1566934,816697,750237,181631,12876836,703,Moderate,Beginner,Higher Education,420074,55125,364949,1,FD,23.33,23.09,56.6,44.0,45.0,Moderately Conservative
C01334,25,Teacher,0,80325,36200,25317,18808,244071,212526,0,192851,649448,534625,114823,42221,12229024,683,Moderately Conservative,Intermediate,Retirement,13211544,148768,13062776,35,Hybrid MF,23.41,31.52,69.0,35.0,53.7,Moderate
C01335,30,Accountant,1,63252,33893,0,29359,107506,647775,0,58609,813890,0,813890,107506,6769286,764,Moderate,Beginner,Retirement,12639068,453442,12185626,30,Hybrid MF,46.42,0.0,95.25,47.0,73.54,Moderately Aggressive
C01336,42,Accountant,1,98655,35572,0,63083,166933,3967549,5934443,63633,10132558,0,10132558,161628,10849451,759,Moderate,Intermediate,Child Education,1455618,158487,1297131,3,Debt MF,63.94,0.0,85.05,52.0,70.18,Moderately Aggressive
C01337,41,Bank Employee,2,130810,57568,0,73242,508448,5723840,7436724,146254,13815266,0,13815266,226968,14507517,715,Conservative,Intermediate,Emergency Fund,642869,199784,443085,1,PPF,55.99,0.0,86.4,3.0,45.0,Moderately Conservative
C01338,52,Freelancer,2,120967,48744,20300,51923,652971,2713250,7818033,176643,11360897,3259870,8101027,118153,28727322,747,Moderately Conservative,Intermediate,Buy House,6408157,1899274,4508883,7,ETF,42.92,16.78,80.35,32.0,58.59,Moderate
C01339,39,Business Owner,1,209122,106366,19425,83331,596962,3628016,16123108,330374,20678460,1963361,18715099,498361,22383668,710,Aggressive,Advanced,Wealth Creation,22931586,2539611,20391975,15,PPF,39.85,9.29,88.9,100.0,93.9,Aggressive
C01340,25,Software Engineer,0,120057,61238,8987,49832,461523,1111071,0,284674,1857268,126549,1730719,275603,28616067,737,Moderate,Intermediate,Wealth Creation,6988751,777749,6211002,10,FD,41.51,7.49,97.2,60.0,80.46,Moderately Aggressive
C01341,31,Business Owner,2,52613,25742,0,26871,61399,2158182,2518793,35026,4773400,0,4773400,49692,3840023,750,Moderate,Intermediate,Wealth Creation,2229230,502397,1726833,5,Hybrid MF,51.07,0.0,84.5,60.0,73.47,Moderately Aggressive
C01342,52,Software Engineer,0,335149,169311,0,165838,2076325,34059410,21456526,1358787,58951048,0,58951048,472513,51944657,722,Moderate,Advanced,Higher Education,6277670,1152173,5125497,5,PPF,49.48,0.0,90.35,60.0,76.69,Moderately Aggressive
C01343,39,Software Engineer,2,107640,47540,9989,50111,274930,3496685,8792705,97650,12661970,1189900,11472070,274930,15682097,666,Moderately Aggressive,Intermediate,Wealth Creation,8815309,2447679,6367630,15,Bonds,46.55,9.28,93.9,80.0,87.65,Aggressive
C01344,40,Data Scientist,2,119260,56812,65007,0,187185,10000,0,72835,270020,2321325,-2051305,187185,28323295,654,Moderately Conservative,Beginner,Wealth Creation,8299718,7000,8292718,10,Debt MF,0.0,54.51,35.95,32.0,34.17,Moderately Conservative
C01345,31,Doctor,1,175080,70762,23496,80822,500546,6220017,0,345244,7065807,1119178,5946629,441647,11577579,720,Moderate,Intermediate,Emergency Fund,1118582,263851,854731,2,Equity MF,46.16,13.42,83.9,43.0,45.0,Moderately Conservative
C01346,31,Sales Executive,1,89388,41556,27474,20358,115826,882547,4215238,88101,5301712,4139531,1162181,115826,5461450,726,Moderately Conservative,Intermediate,Retirement,14699384,617782,14081602,29,PPF,22.77,30.74,63.1,35.0,50.46,Moderate
C01347,64,Teacher,0,272496,109494,40181,122821,766772,28635313,0,497706,29899791,1062160,28837631,659046,23290446,708,Conservative,Beginner,Buy House,35755706,11315668,24440038,20,Equity MF,45.07,14.75,90.15,4.0,51.38,Moderate
C01348,50,Teacher,0,113651,63342,26961,23348,602108,2086167,4501810,272203,7462288,3617652,3844636,413088,23396506,850,Moderately Conservative,Advanced,Wealth Creation,2841132,238676,2602456,5,FD,20.54,23.72,66.65,48.0,58.26,Moderate
C01349,52,Teacher,0,72062,32825,16964,22273,414834,1602577,3217336,259958,5494705,2474063,3020642,155692,4391942,758,Conservative,Advanced,Retirement,13502994,1121803,12381191,8,Debt MF,30.91,23.54,74.15,23.0,51.13,Moderate
C01350,33,Business Owner,1,109714,51132,20614,37968,201500,1475159,6164638,147639,7988936,2552626,5436310,201500,10021936,729,Conservative,Beginner,Buy House,7998404,412835,7585569,10,Gold,34.61,18.79,77.0,4.0,44.15,Moderately Conservative
C01351,21,Software Engineer,0,86741,31836,0,54905,356749,249228,0,218506,824483,0,824483,76343,17019554,755,Conservative,Beginner,Retirement,11645093,174459,11470634,39,Hybrid MF,63.3,0.0,100.0,7.0,58.15,Moderate
C01352,25,Software Engineer,0,164808,65867,30345,68596,162002,368677,0,51840,582519,667909,-85390,143998,17361700,725,Moderately Conservative,Beginner,Retirement,20210160,258073,19952087,35,Hybrid MF,41.62,18.41,75.0,27.0,53.4,Moderate
C01353,64,Freelancer,2,148698,64385,14190,70123,194630,17203331,8069990,50619,25518570,2171036,23347534,194630,11949224,773,Moderately Conservative,Advanced,Wealth Creation,7791196,2413724,5377472,7,ETF,47.16,9.54,84.55,48.0,68.1,Moderately Aggressive
C01354,59,Accountant,1,160947,64180,12398,84369,291610,12343720,7505501,148592,20289423,1700920,18588503,291610,15782931,706,Moderate,Beginner,Retirement,17560353,5957857,11602496,1,ETF,52.42,7.7,79.7,47.0,45.0,Moderately Conservative
C01355,64,Freelancer,0,81849,26091,8821,46937,146384,9481736,2993695,114396,12736211,1092743,11643468,146384,8709830,757,Conservative,Intermediate,Travel,1119359,174070,945289,7,Debt MF,57.35,10.78,80.55,15.0,51.05,Moderate
C01356,58,Government Employee,1,268689,108226,41400,119063,361009,20641295,13800441,158460,34961205,2953553,32007652,361009,44332146,705,Conservative,Beginner,Child Education,1467295,194687,1272608,1,Bonds,44.31,15.41,75.85,4.0,43.52,Moderately Conservative
C01357,49,Business Owner,3,204937,126413,38533,39991,906602,8127140,10408835,484353,19926930,4666373,15260557,584873,41664392,777,Moderately Aggressive,Intermediate,Wealth Creation,6807424,2058771,4748653,5,Hybrid MF,19.51,18.8,64.8,80.0,71.64,Moderately Aggressive
C01358,30,Designer,0,96544,41578,10379,44587,392062,1580420,0,80443,2052925,368108,1684817,225151,14788401,789,Moderate,Beginner,Wealth Creation,5626077,1106294,4519783,10,Bonds,46.18,10.75,89.45,52.0,72.6,Moderately Aggressive
C01359,58,Freelancer,0,122344,54559,18216,49569,755760,3469754,7222202,543514,11991230,1870889,10120341,348095,22228208,780,Moderately Aggressive,Beginner,Higher Education,4052177,537330,3514847,7,Equity MF,40.52,14.89,85.45,64.0,75.8,Moderately Aggressive
C01360,23,Business Owner,0,129656,71769,19939,37948,1000368,78833,0,229353,1308554,534036,774518,132790,30621118,785,Moderately Conservative,Beginner,Wealth Creation,4840621,55183,4785438,5,Hybrid MF,29.27,15.38,74.4,32.0,55.32,Moderate
C01361,51,Government Employee,0,95134,39427,9170,46537,100433,2672423,5964251,41665,8778772,1039818,7738954,100433,16994577,688,Moderate,Advanced,Higher Education,5424291,367936,5056355,10,FD,48.92,9.64,84.3,60.0,73.37,Moderately Aggressive
C01362,21,Bank Employee,0,104768,45807,0,58961,440843,272329,0,321261,1034433,0,1034433,219249,13705247,794,Moderately Conservative,Intermediate,Higher Education,4058263,190630,3867633,7,Bonds,56.28,0.0,94.4,32.0,66.32,Moderate
C01363,33,Government Employee,2,66679,27205,10292,29182,284784,1559847,4662915,131117,6638663,990607,5648056,145486,15275799,789,Conservative,Beginner,Child Education,391228,38802,352426,1,ETF,43.76,15.44,83.6,4.0,45.0,Moderately Conservative
C01364,34,Freelancer,1,68846,31684,4364,32798,103082,796115,5348663,52219,6300079,372117,5927962,103082,8596519,651,Moderately Aggressive,Intermediate,Retirement,9755128,557280,9197848,26,Gold,47.64,6.34,94.65,75.0,85.81,Aggressive
C01365,45,Software Engineer,1,91416,35930,14785,40701,142388,3200540,0,56787,3399715,363890,3035825,142388,17131252,771,Conservative,Beginner,Travel,339140,98119,241021,1,Bonds,44.52,16.17,77.8,7.0,45.0,Moderately Conservative
C01366,26,Sales Executive,0,133243,45868,38798,48577,556175,838451,0,398958,1793584,1391360,402224,209204,15490425,695,Moderate,Intermediate,Travel,4494592,586915,3907677,7,Hybrid MF,36.46,29.12,72.25,55.0,64.49,Moderate
C01367,32,Business Owner,1,108258,52091,30248,25919,678763,1091193,6331235,335529,8436720,3484245,4952475,357462,12700603,683,Moderately Aggressive,Beginner,Buy House,2711922,256071,2455851,5,Hybrid MF,23.94,27.94,69.35,64.0,66.94,Moderate
C01368,56,Designer,0,136078,66317,41772,27989,481063,4444972,0,353328,5279363,1504372,3774991,464024,10251680,758,Moderate,Advanced,Buy House,18998840,3111480,15887360,20,Hybrid MF,20.57,30.7,74.35,60.0,67.89,Moderate
C01369,31,Sales Executive,1,54046,20089,15964,17993,116005,1079321,2447617,75223,3718166,1211727,2506439,45141,10624150,768,Moderate,Beginner,Emergency Fund,655018,57830,597188,3,Bonds,33.29,29.54,67.7,35.0,52.99,Moderate
C01370,48,Government Employee,2,144981,57205,0,87776,642182,6417556,12157647,209614,19426999,0,19426999,319643,32888354,805,Moderately Conservative,Advanced,Emergency Fund,2214831,626616,1588215,5,Debt MF,60.54,0.0,90.95,31.0,63.97,Moderate
C01371,62,Designer,0,201465,76846,43234,81385,462450,12112761,0,220660,12795871,1647640,11148231,85714,14789660,763,Moderate,Beginner,Wealth Creation,19439065,3036451,16402614,20,Equity MF,40.4,21.46,82.45,52.0,68.75,Moderately Aggressive
C01372,36,Freelancer,2,63526,20827,16021,26678,110718,1157057,3532518,83984,4884277,1133393,3750884,110570,7724378,728,Moderately Conservative,Intermediate,Travel,350302,102530,247772,2,Gold,42.0,25.22,72.15,35.0,45.0,Moderately Conservative
C01373,51,Software Engineer,0,195930,70966,17608,107356,183582,8742185,10626888,58602,19611257,1226469,18384788,183582,38042236,766,Moderately Conservative,Beginner,Wealth Creation,18276793,3762777,14514016,10,FD,54.79,8.99,84.3,32.0,60.77,Moderate
C01374,37,Doctor,3,143891,49612,0,94279,115672,4478906,11015798,55470,15665846,0,15665846,115672,23023846,741,Moderately Aggressive,Advanced,Buy House,25776079,3135234,22640845,20,Hybrid MF,65.52,0.0,89.2,80.0,85.06,Aggressive
C01375,25,Freelancer,0,136842,73302,43332,20208,647285,380613,0,320848,1348746,1154447,194299,388740,24409699,771,Conservative,Intermediate,Buy House,7635599,266429,7369170,7,Equity MF,14.77,31.67,59.4,12.0,38.07,Moderately Conservative
C01376,32,Business Owner,1,219850,93503,37153,89194,745437,2456670,15425410,210937,18838454,6358262,12480192,295069,35946468,730,Moderately Aggressive,Advanced,Wealth Creation,22285130,1719669,20565461,20,PPF,40.57,16.9,84.95,88.0,86.32,Aggressive
C01377,24,Data Scientist,0,44621,22002,8695,13924,205856,152010,0,71820,429686,178910,250776,164765,4562646,780,Aggressive,Intermediate,Emergency Fund,274413,69659,204754,1,PPF,31.21,19.49,73.8,78.0,45.0,Moderately Conservative
C01378,41,Software Engineer,3,128155,65236,25353,37566,338700,3176490,7822251,131085,11468526,4522583,6945943,97069,20826932,739,Moderate,Advanced,Emergency Fund,4252871,422209,3830662,5,FD,29.31,19.78,68.0,51.0,60.35,Moderate
C01379,31,Teacher,2,88345,35541,22680,30124,214930,1851650,4574237,170079,6810896,3744307,3066589,109282,13378111,743,Moderate,Intermediate,Wealth Creation,3044357,1038200,2006157,7,Bonds,34.1,25.67,67.5,60.0,64.12,Moderate
C01380,52,Software Engineer,0,95186,38446,0,56740,377866,8641364,6000432,236218,15255880,0,15255880,195851,17438379,784,Moderate,Intermediate,Travel,618436,190550,427886,2,FD,59.61,0.0,84.75,55.0,45.0,Moderately Conservative
C01381,58,Doctor,0,172284,67086,39590,65608,768585,9627742,8348386,584650,19329363,4855011,14474352,148544,18795808,656,Conservative,Advanced,Wealth Creation,8144085,2694892,5449193,5,Debt MF,38.08,22.98,73.45,28.0,53.0,Moderate
C01382,44,Government Employee,4,115724,44752,9185,61787,385489,10555519,9504037,207221,20652266,1172038,19480228,340333,26302101,720,Moderately Aggressive,Intermediate,Child Education,767977,254463,513514,2,ETF,53.39,7.94,85.95,72.0,45.0,Moderately Conservative
C01383,62,Business Owner,0,121625,47597,33287,40741,126456,6156693,8537696,31427,14852272,5857077,8995195,109854,15114368,779,Moderately Conservative,Intermediate,Wealth Creation,4588126,963814,3624312,5,Gold,33.5,27.37,60.85,40.0,51.47,Moderate
C01384,51,Accountant,2,130377,57761,37694,34922,487140,6096982,0,191468,6775590,570965,6204625,123299,15780474,702,Conservative,Beginner,Child Education,1086291,66267,1020024,2,FD,26.79,28.91,62.9,4.0,36.39,Moderately Conservative
C01385,35,Sales Executive,1,90018,46496,8904,34618,183781,3298805,7424267,44045,10950898,1421493,9529405,183781,5487805,716,Moderately Conservative,Beginner,Retirement,15248557,2309163,12939394,25,Hybrid MF,38.46,9.89,89.5,27.0,61.38,Moderate
C01386,52,Software Engineer,1,96715,37095,14813,44807,400183,7558073,0,287885,8246141,643738,7602403,260593,8469371,740,Moderate,Intermediate,Wealth Creation,4377005,860606,3516399,7,Stocks,46.33,15.32,86.35,60.0,74.49,Moderately Aggressive
C01387,21,Government Employee,0,29686,13202,7071,9413,46413,21838,0,9619,77870,202448,-124578,46413,5102702,803,Moderately Conservative,Beginner,Buy House,4027339,15286,4012053,20,PPF,31.71,23.82,71.0,24.0,49.85,Moderate
C01388,60,Doctor,0,376652,150124,83348,143180,435125,15171603,24819066,243198,40668992,13388870,27280122,435125,61776741,737,Moderately Conservative,Advanced,Wealth Creation,16855658,3003977,13851681,7,Stocks,38.01,22.13,61.15,48.0,55.23,Moderate
C01389,23,Freelancer,0,151778,43818,22840,85120,98896,226022,0,48332,373250,950518,-577268,98896,16787979,676,Moderately Conservative,Beginner,Wealth Creation,20069175,158215,19910960,15,Bonds,56.08,15.05,75.0,32.0,55.65,Moderate
C01390,39,Accountant,2,94584,37586,15101,41897,243948,2420357,5565194,174981,8404480,2675820,5728660,243948,8603049,726,Moderately Conservative,Beginner,Buy House,2326814,556946,1769868,5,FD,44.3,15.97,82.3,24.0,56.06,Moderate
C01391,24,Teacher,0,40925,16122,12169,12634,123421,212403,0,57633,393457,393127,330,52217,3630230,782,Moderately Conservative,Beginner,Retirement,5901361,148682,5752679,36,Debt MF,30.87,29.73,71.0,27.0,51.2,Moderate
C01392,26,Software Engineer,1,127224,70112,32577,24535,847559,309337,0,203352,1360248,545778,814470,283059,19782215,678,Moderate,Intermediate,Higher Education,8624538,216535,8408003,10,PPF,19.28,25.61,68.05,52.0,60.83,Moderate
C01393,59,Sales Executive,1,146476,61804,0,84672,837768,10697391,6506539,330050,18371748,0,18371748,372032,25744171,783,Moderate,Intermediate,Wealth Creation,8929084,2520570,6408514,10,Debt MF,57.81,0.0,92.1,60.0,77.66,Moderately Aggressive
C01394,33,Doctor,1,124469,46439,18815,59215,125185,4011388,0,54889,4191462,344054,3847408,55807,21745258,729,Moderate,Intermediate,Wealth Creation,14555234,2010947,12544287,15,PPF,47.57,15.12,85.8,60.0,74.19,Moderately Aggressive
C01395,27,Bank Employee,1,37978,15463,10429,12086,183245,207944,0,42888,434077,281438,152639,73546,3869770,780,Moderate,Advanced,Higher Education,1028374,66515,961859,7,Gold,31.82,27.46,72.1,60.0,66.66,Moderate
C01396,48,Business Owner,1,181632,95034,0,86598,290650,7686057,0,108602,8085309,0,8085309,290650,27536570,763,Conservative,Beginner,Retirement,25720307,5380239,20340068,12,Stocks,47.68,0.0,92.55,7.0,54.05,Moderate
C01397,35,Software Engineer,2,69036,37475,33025,0,263605,10000,4129110,161034,4563749,2735775,1827974,178393,9370461,673,Conservative,Beginner,Higher Education,1310564,7000,1303564,3,FD,0.0,47.84,39.1,4.0,23.31,Conservative
C01398,29,Software Engineer,0,147581,78258,38679,30644,473496,1453906,0,263758,2191160,476149,1715011,115907,28848413,653,Moderately Conservative,Beginner,Wealth Creation,5946066,509027,5437039,5,Debt MF,20.76,26.21,68.8,32.0,52.24,Moderate
C01399,39,Teacher,2,52168,25977,6720,19471,94010,756108,0,32562,882680,226728,655952,72622,6559615,740,Moderately Aggressive,Intermediate,Wealth Creation,6969006,529275,6439731,15,Gold,37.32,12.88,81.9,80.0,81.05,Moderately Aggressive
C01400,44,Designer,3,181544,74507,44571,62466,846392,7556991,14689284,489815,23582482,6672496,16909986,421085,31822371,730,Moderately Aggressive,Intermediate,Retirement,23475330,2343342,21131988,16,Debt MF,34.41,24.55,81.15,75.0,78.38,Moderately Aggressive
